X,Feature 1,Feature 2,Target
0.37773060114946055,0.9118714013733948,0.9683526801649839,1
0.4069337958117903,0.36281347352647364,0.6820291729777325,0
0.46734460984347787,0.9504040786059509,0.6152293103704564,1
0.2592950253252126,0.9956261535069044,0.3148284745750065,1
0.10642296195783241,0.7703310920000905,0.5362059240810473,1
0.4233349793984493,0.7659426834358158,0.39649949775342297,1
0.4945593340246978,0.24564452058349778,0.12235166989138913,0
0.18768529102084358,0.8658975000738404,0.13056537906100385,1
0.46681998770566685,0.8659464096143143,0.7691236624504758,1
0.28561919163108235,0.6884460668365062,0.15933119162567788,1
0.27614379919657356,0.7906475270404227,0.13199370048276182,1
0.18340018866826557,0.8989558515897141,0.05492737833975203,1
0.410032651736542,0.12085870357464396,0.5215928193884258,0
0.3746513014312251,0.7404188072238198,0.06342231734449921,1
0.4927522663871597,0.5195648808620693,0.8282132509428765,1
0.08063940234112338,0.3981255810605532,0.877757884623324,0
0.15955898720722117,0.6365543111700681,0.3788210238712385,1
0.17744643091783296,0.5362406107378621,0.6734903453912234,1
0.11028543182084255,0.21137259632390737,0.8179238573346524,0
0.36127518918469703,0.7960862199885322,0.7479109653493184,1
0.4188539409281433,0.050949681309273076,0.15173645577968375,0
0.3243577502347528,0.9713191368675809,0.6109062862458678,1
0.09112835342696118,0.9824118983681837,0.32587643093712193,1
0.0927680313495246,0.7614169550707761,0.4262007481346972,1
0.2698613520727576,0.356739290078742,0.32540617185543497,0
0.459158272027427,0.6761719673104114,0.8231089444084266,1
0.09375281634144383,0.075517187341692,0.8892280734558757,0
0.053747000184339255,0.07892897384529507,0.5408734582453097,0
0.05276701977303366,0.8019620390147937,0.3036700791910275,1
0.2869994047123298,0.7691504365038643,0.6452735823110767,1
0.21354545512857248,0.49173117617766776,0.859259272292683,0
0.24274857575621067,0.6750051250234618,0.8610999112699184,1
0.04850289149548892,0.8619578594787463,0.30771409400247174,1
0.37747748330562947,0.5027013063984016,0.28787395692104023,1
0.19025541792572392,0.7928149035355675,0.8547301558009724,1
0.14182684474681234,0.9009013380295579,0.9960281127677149,1
0.43124313465486497,0.4354283538075837,0.7866394617268387,0
0.3036255991889448,0.6371336813033832,0.5728389808421352,1
0.23061510303938876,0.5659671441598132,0.9081880489050614,1
0.2850262705012315,0.3601360540043324,0.5218335301233886,0
0.045361030505773114,0.9489645845879613,0.08828735515391706,1
0.1032709523056699,0.053236897203086164,0.10875854354095416,0
0.35048563846771247,0.9147258297537464,0.24036838124756843,1
0.00934076998542166,0.19062904276587395,0.39592955520118,0
0.2858466448238289,0.14796096997756558,0.9998709035415096,0
0.3969576448061267,0.316096650016802,0.28546019462802663,0
0.06900937702596727,0.8232775431776732,0.12464876154901272,1
0.286295801783974,0.6604078494083799,0.2382594679436233,1
0.4186442499448003,0.047368895862087534,0.10774536345826002,0
0.007761753491208057,0.8298131396414428,0.011585520936252536,1
0.5786649697578083,0.9355970367938231,0.6119175536742073,1
0.8221149363737745,0.6962855437072805,0.5218354042400877,1
0.8840875247863679,0.8706087555899883,0.8392075778285376,1
0.8289062605598039,0.11069485021543868,0.09835198931508321,0
0.5273573303270518,0.039155186016200494,0.37178019794764866,0
0.51050261812865,0.5902407822779276,0.8660107336588418,1
0.5266960222267707,0.7576020438401778,0.443866932687589,0
0.648050137892743,0.089989304300235,0.009194304769282013,0
0.7990731247567233,0.8929538734097453,0.048866481395407,0
0.9006691674645251,0.057370255469193054,0.12337237027319764,0
0.691745533050506,0.8853279312839314,0.7180612589113992,1
0.6258735001177995,0.6660214382586926,0.9790612376956467,1
0.9991941006204652,0.7877182637126064,0.14715374405224424,0
0.9125683004965963,0.5025152144861307,0.30003820931655073,0
0.5433154710607411,0.5711090394675534,0.831956614621213,1
0.6201099165269046,0.1049771098731056,0.665994033671452,1
0.9302824115017226,0.4271432200150087,0.38325897990398666,0
0.5017191418240265,0.45098418157646303,0.7620131085799178,1
0.6346681074690975,0.49511606277534914,0.07483366934398117,0
0.5345447172403992,0.23481526981370893,0.5841271682935716,1
0.5543307890983772,0.08385292658798171,0.1884975134511035,0
0.7156586553209097,0.3743143019739166,0.3823953304672826,0
0.733631764884559,0.4785775704170646,0.5484111577630237,1
0.7040519001608718,0.8666036963971911,0.7442662272486051,1
0.8442616173993929,0.719813701606483,0.7979498422963915,1
0.9065904355323168,0.4295556139605514,0.15124115061953597,0
0.6484882643005724,0.558269029819009,0.4675475893694508,0
0.7846036229618675,0.4714669224326098,0.48972685309555686,0
0.7625703538197065,0.7696394977882407,0.6705271148941869,1
0.7349425489706118,0.3150110538723878,0.051049129724297704,0
0.9278996429062063,0.38260584733314396,0.8418093940635114,1
0.7504789313056484,0.21587902426486594,0.2670542141456343,0
0.8351042442021692,0.882155335194243,0.3873145472710804,0
0.6942430621402191,0.5252720209881341,0.9124795517823192,1
0.5662382768513966,0.6957918969433086,0.005309774087998986,0
0.5061829000308952,0.08040123555750467,0.4118340536825553,0
0.7163793780415834,0.610356079600852,0.12646094071622588,0
0.7993186695973609,0.6376028771287119,0.3710308182117818,0
0.5481744400563545,0.361348735680899,0.24571431505587316,0
0.5915093537173308,0.6657463147823461,0.9122669048608227,1
0.7095279661308838,0.596049187872819,0.03970877080921892,0
0.5377869380180115,0.2840444490451438,0.5658383190066999,1
0.7350059604013239,0.0036875903081493577,0.13602292560706103,0
0.9957394531529982,0.5124980584442835,0.6488271208566034,1
0.5596579183145389,0.9454834622919819,0.025201211172693527,0
0.5788695297359119,0.20416001789971217,0.25397521371232046,0
0.653056480164079,0.5745859809446867,0.6631274559053151,1
0.8652382157553588,0.2674127433483747,0.035881886081754966,0
0.5702611813057594,0.3679468271111549,0.7891883658745835,1
0.9912397167754388,0.7189854163746784,0.3411581740190643,0
