X,Feature 1,Feature 2,Target
0.15730431745806928,0.5182145952321491,0.4031390343767315,0
0.006113449875684573,0.31615113303136017,0.3899370181328982,1
0.46270572060442533,0.9749810091882203,0.4099263201930571,0
0.13279647188866256,0.8661226280234364,0.6423471773026536,0
0.23465501779516718,0.5566384949672789,0.6865136825594194,0
0.3775925226431854,0.9716955834340032,0.5762059998252145,0
0.22316365807529498,0.04018060162705622,0.26616687730558947,1
0.32386454178345153,0.7639263936871175,0.22828163147709962,1
0.21209356772315363,0.5475998492288274,0.8268176921393248,0
0.20132447064172887,0.6576526458000084,0.9050835348393722,0
0.4787965907890437,0.8491354535196836,0.7691571593885262,0
0.2196803710253375,0.8464468871859192,0.6049735217604306,0
0.028440684683566697,0.9147041162685154,0.03490795652616896,0
0.015422310768716307,0.20773759756473703,0.5766442487792365,1
0.07780605067507784,0.19575669210892288,0.02481285742904843,1
0.2880497198185196,0.9865368694392822,0.7189204376594022,0
0.04960834787648433,0.6510797341119328,0.8709502516843359,0
0.0016834707238855273,0.8910177580245872,0.6901981962785526,0
0.35707159323518733,0.4680710749395583,0.835473667901353,1
0.48492748559905785,0.2615608357163472,0.04994309117058865,1
0.16613321385776597,0.21768801124633436,0.11727199146601941,1
0.34638244289599907,0.4693164654884981,0.44987021055441456,1
0.3895689768476866,0.7759482797787329,0.9767808988229174,0
0.044997443812796245,0.7853672056050671,0.24892646138146268,0
0.059147904533397466,0.05440414404370564,0.3302233171107666,1
0.4006152547115617,0.715440626211244,0.5398308818894038,0
0.2716218049835078,0.6807932276870774,0.6553423022647558,0
0.49251453892337294,0.3578041781724085,0.26605455247523213,1
0.40239922098421027,0.7484601179772054,0.6361966372871836,0
0.44076711544455616,0.7990310345369315,0.2877116481329899,1
0.12740893457810837,0.1457493787155572,0.34131525940526325,1
0.3343572574034258,0.5220329184099173,0.5990300266372268,0
0.3131071205447792,0.1655942279613833,0.28884546632204405,1
0.20850769724148494,0.24997346279280896,0.15775884182874883,1
0.33609735509621846,0.4175029931136642,0.32180596671991296,1
0.17223177553886343,0.21155619909825496,0.3160386773827493,1
0.3679007969685095,0.20967375080898026,0.25621714552560737,1
0.27915958938241553,0.17797697975919352,0.012819990940534765,1
0.030859618073327377,0.35069595890896177,0.4013632702637181,1
0.4541922129629116,0.36819007320839336,0.27837773151406653,1
0.17344198748210532,0.596522262968888,0.6622951593020598,0
0.3406526986374287,0.9152899703907231,0.203608104074242,0
0.2289290188266317,0.18978245021498003,0.04924662249201578,1
0.3207181290625141,0.7655531568601535,0.3640083321803402,1
0.40101444514105195,0.16987002557346165,0.42929553949581517,1
0.44441049763202867,0.35243341227778635,0.9195096866044065,0
