X,Feature 1,Feature 2,Target
0.0614546546144526,0.45538296196336747,0.26627331040265534,0
0.25971771795876164,0.5139511190392989,0.7547487456072359,1
0.08145108388520828,0.9475735036911295,0.14841790945679778,1
0.19258684287026795,0.66190263808619,0.38912391978661964,1
0.449861006451312,0.25966670825851285,0.12239630809509777,0
0.25527542157650257,0.034146128212061366,0.8105818208596748,0
0.3014481030250698,0.0840257050504224,0.4292617764717102,0
0.20636670749378194,0.5466054493602424,0.011426561953871484,1
0.34383699685584235,0.3014321851820449,0.024195656832791623,0
0.3616819351203893,0.5340135869461577,0.5699652379464588,1
0.38587755400825724,0.7502683562303926,0.9788207944085096,1
0.26799961333691,0.48605530557602294,0.9882650807562859,0
0.019759344071408946,0.6812694767747991,0.4569261833460576,1
0.2862008898391913,0.22602715631224035,0.9477592511579925,0
0.2850789439955467,0.5538376964644292,0.8605446558286266,1
0.4282061172564628,0.09960497478542713,0.3858903078384783,0
0.20484819712474928,0.10315803497537668,0.5537800758215292,0
0.2806294794671381,0.9535769693872325,0.887157347374769,1
0.3998847331838721,0.1085432125207168,0.25637668989161744,0
0.02305048860381098,0.21877176347082516,0.057500344379648904,0
0.24959813618662008,0.15759325621193954,0.8314808975309405,0
0.06367566386670415,0.7409207632072297,0.026491892677878992,1
0.48688592770471584,0.44131273216404077,0.12890158240846838,0
0.3223412135814684,0.7971156667791761,0.5542562649687987,1
0.02875305057863653,0.36018868517232405,0.017798815272810686,0
0.42030639482805365,0.10147529380133041,0.20009638543207486,0
0.28503670702389605,0.08887791689156616,0.9421363497949723,0
0.37690080808270415,0.7242270945692946,0.5747724964445944,1
0.11406796648055839,0.2600003095572899,0.02296918561191208,0
0.15577586992868697,0.5899678364436651,0.09976382557848251,1
0.22734122518800587,0.43920768758949025,0.22442430786816392,0
0.13660141806653425,0.5272086834242515,0.7979264989668553,1
0.15904758647165473,0.9560757766350212,0.8044632511220394,1
0.3333301383023705,0.8386167078205702,0.5140302434329301,1
0.06979432618862452,0.41640766783630195,0.7495228045874458,0
0.20118686693484666,0.2520149177091471,0.20732213336843885,0
0.00681929323284336,0.6340584571142498,0.21343150140532785,1
0.26537242789065163,0.36856260619027964,0.07744304100137145,0
0.2298751580256727,0.36536230540785963,0.3072789721502659,0
0.24176269646202847,0.5765502250906283,0.4385324871665859,1
0.05813336419207127,0.3506605355566078,0.27684136542288906,0
